number,url,title,quadrant,type,age_days,created,labels
6296,https://github.com/dotnet/aspire/issues/6296,Event Hubs should allow reuse of an existing storage resource,Integrations,feature,546,2024-10-14,area-integrations; azure; azure-eventhubs
6283,https://github.com/dotnet/aspire/issues/6283,Simplify health check code in .NET Aspire hosting integrations.,Integrations,feature,546,2024-10-14,area-app-model; area-integrations
6281,https://github.com/dotnet/aspire/issues/6281,Bad experience when viewing console logs for a resource with a lot of logs,Dashboard,feature,546,2024-10-14,area-dashboard; area-app-model
6280,https://github.com/dotnet/aspire/issues/6280,Add a way for a resource to hide sections in resource details,Dashboard,feature,546,2024-10-14,area-dashboard; area-app-model; dashboard-resource-details
6279,https://github.com/dotnet/aspire/issues/6279,Display more friendly error message for common health checks errors,Polyglot,bug,546,2024-10-14,area-app-model
6277,https://github.com/dotnet/aspire/issues/6277,Hide Aspire internal/automatic env vars,Dashboard,feature,546,2024-10-13,area-dashboard
6256,https://github.com/dotnet/aspire/issues/6256,"Add method to allow changing the build stage used when using AddDockerfile, e.g. WithBuildStage(""base"")",Polyglot,feature,549,2024-10-11,area-app-model
6251,https://github.com/dotnet/aspire/issues/6251,Have a hosting package for Azure SQL that uses LocalDB during dev,Integrations,feature,549,2024-10-11,area-integrations; sqlserver
6239,https://github.com/dotnet/aspire/issues/6239,cannot set metrics temporality preference to use exponential bucket histogram,Dashboard,feature,549,2024-10-11,area-dashboard; area-telemetry
6234,https://github.com/dotnet/aspire/issues/6234,Expose API on AzureStorageResource to get the emulator connection string,Integrations,feature,550,2024-10-10,area-integrations; azure; azure-storage
6232,https://github.com/dotnet/aspire/issues/6232,OpenAIClient is not respecting HttpClient from DI,Infra,feature,550,2024-10-10,area-integrations; area-meta; ai
6217,https://github.com/dotnet/aspire/issues/6217,Resource with unknown status doesn't have status in resource details,Dashboard,feature,550,2024-10-09,area-dashboard; 📎papercut; dashboard-resource-details; needs-retriage
6207,https://github.com/dotnet/aspire/issues/6207,"failed to connect to IDE run session notification endpoint, retrying...   {""error"": ""tls: failed to verify certificate: x509: certificate has expired or is not yet valid: current time XYZ is after XYZ ""}",Inner Loop,bug,551,2024-10-09,area-tooling
6184,https://github.com/dotnet/aspire/issues/6184,OS dependent packages update package.lock.json,Inner Loop,feature,552,2024-10-08,area-acquisition
6156,https://github.com/dotnet/aspire/issues/6156,Improve Default Network Isolation of Azure Services,Integrations,feature,553,2024-10-07,area-integrations; azure; security 🔐
6155,https://github.com/dotnet/aspire/issues/6155,Ensure all containers are password protected,Integrations,feature,553,2024-10-07,area-integrations; security 🔐
6144,https://github.com/dotnet/aspire/issues/6144,No logs before `BeforeStartEvent`,Polyglot,feature,554,2024-10-06,area-app-model; needs-retriage
6139,https://github.com/dotnet/aspire/issues/6139,Resource grouping annotation for dashboard,Dashboard,feature,554,2024-10-06,area-dashboard
6138,https://github.com/dotnet/aspire/issues/6138,HideFromDashboardAnnotation,Dashboard,feature,554,2024-10-06,area-app-model
6120,https://github.com/dotnet/aspire/issues/6120,Add annotation to manually specify project command line arguments. (Needed for AWS Lambda support),Polyglot,feature,556,2024-10-04,area-app-model
6105,https://github.com/dotnet/aspire/issues/6105,Simplify generating configuration files,Polyglot,feature,556,2024-10-04,area-app-model
6084,https://github.com/dotnet/aspire/issues/6084,Keycloak - Support WithReference for Sql Database,Integrations,feature,557,2024-10-03,area-integrations; keycloak
6055,https://github.com/dotnet/aspire/issues/6055,"Add interfaces to PostgreSQL, Redis, and SqlServer Hosting Resources",Integrations,feature,559,2024-10-01,area-integrations; postgres; redis
6038,https://github.com/dotnet/aspire/issues/6038,Distributed application started message in app host console is delayed based on wait fors,Polyglot,feature,559,2024-09-30,area-app-model; breaking-change; needs-retriage
6004,https://github.com/dotnet/aspire/issues/6004,Keycloak container fails to start in Azure Container Apps,Integrations,bug,562,2024-09-28,area-integrations; keycloak
5992,https://github.com/dotnet/aspire/issues/5992,Source column in Dashboard not populated for Waiting resoruces,Dashboard,feature,563,2024-09-27,area-dashboard; needs-retriage
5990,https://github.com/dotnet/aspire/issues/5990,Aspire Dashboard: Full text search,Dashboard,feature,563,2024-09-27,area-dashboard; dashboard-filter-sort
5971,https://github.com/dotnet/aspire/issues/5971,"[WebToolsE2E][Aspire] After adding Aspire.Confluent.Kafka component and related codes, there are some messages ""localhost:xxxxx/bootstrap: Disconnected while requesting ApiVersion"" in CMD when running the aspire project.",Integrations,feature,563,2024-09-27,area-integrations; kafka
5962,https://github.com/dotnet/aspire/issues/5962,Add `/disableRateLimiting` to cosmos integration,Integrations,feature,564,2024-09-26,area-integrations; azure; azure-cosmosdb
5959,https://github.com/dotnet/aspire/issues/5959,[playground-tests] Flaky `EventHubs` test in `TestEndpointsReturnOk`,Infra,bug,564,2024-09-26,area-integrations; testing ☑️; azure-eventhubs; quarantined-test
5949,https://github.com/dotnet/aspire/issues/5949,"[WebToolsE2E][Aspire] After successfully publishing an Aspire project, the page keeps flashing when double clicking any instrument group in the ""Aspire Dashboard"" Metrics on the physical machine.",Deployment,feature,564,2024-09-26,dashboard-metrics; area-azure-aca; azure-container-apps
5904,https://github.com/dotnet/aspire/issues/5904,AddKafkaConsumer wrong health check configuration,Integrations,feature,566,2024-09-24,area-integrations; kafka
5901,https://github.com/dotnet/aspire/issues/5901,"Allow to use AddBicepTemplate on subscription level, controlling target scope",Integrations,feature,566,2024-09-24,area-integrations; azure
5890,https://github.com/dotnet/aspire/issues/5890,Can't configure Kafka health check timeouts,Integrations,feature,566,2024-09-24,area-integrations; kafka
5885,https://github.com/dotnet/aspire/issues/5885,"[WebToolsE2E][Aspire] After installing Aspire 8.2.1, run an existing 8.2.0 aspire project, Dashboard version shows 8.2.0 instead of 8.2.1",Dashboard,feature,566,2024-09-24,area-dashboard; needs-retriage
5883,https://github.com/dotnet/aspire/issues/5883,[tests] Fix Analyzers use in playground tests,Infra,bug,566,2024-09-24,area-engineering-systems; testing ☑️
5833,https://github.com/dotnet/aspire/issues/5833,Add a provision/deprovision command for azure resources,Integrations,feature,568,2024-09-22,area-integrations; azure
5819,https://github.com/dotnet/aspire/issues/5819,Debugging a Blazor WASM  or JS Frontend doesn't hit breakpoints in IDE ,Inner Loop,bug,569,2024-09-21,area-tooling; blazor-wasm
5727,https://github.com/dotnet/aspire/issues/5727,"Add an ""AcceptEula"" API to containers that use environment variables to signal EULA acceptance.",Integrations,feature,574,2024-09-16,area-integrations; breaking-change; sqlserver
5689,https://github.com/dotnet/aspire/issues/5689,Podman testing in CI,Infra,feature,578,2024-09-12,area-engineering-systems
5683,https://github.com/dotnet/aspire/issues/5683,Support injecting `ExtraInterfaces` on generated project metadata during build,Deployment,feature,579,2024-09-11,area-integrations; azure; azure-functions
5680,https://github.com/dotnet/aspire/issues/5680,Issue when creating EF Core Migration,Integrations,feature,579,2024-09-11,area-integrations
5633,https://github.com/dotnet/aspire/issues/5633,Should `WaitFor` have a default timeout?,Polyglot,feature,580,2024-09-09,area-app-model; needs-retriage
5625,https://github.com/dotnet/aspire/issues/5625,Should `WaitFor` / `WaitForCompletion` block pulling container resources,Polyglot,feature,581,2024-09-09,area-orchestrator
5565,https://github.com/dotnet/aspire/issues/5565,Subscribing to interface or base class in `IDistributedApplicationEventing`,Polyglot,feature,584,2024-09-05,area-app-model
5555,https://github.com/dotnet/aspire/issues/5555,Give custom resources friendly names [Prev: Simplify SqlServerDatabase Resource Type],Integrations,feature,585,2024-09-05,area-integrations
5548,https://github.com/dotnet/aspire/issues/5548,IDE Certificate Expires When Visual Studio is Open For a Long Time,Inner Loop,feature,585,2024-09-05,area-tooling
5537,https://github.com/dotnet/aspire/issues/5537,Parameters in User Secrets containing `&` are converted to contain `\u0026` instead,Polyglot,feature,586,2024-09-04,area-app-model
5513,https://github.com/dotnet/aspire/issues/5513,Playwright test Open ID connect authentication,Infra,feature,588,2024-09-02,area-dashboard; security 🔐; testing ☑️
5508,https://github.com/dotnet/aspire/issues/5508,Provide a non-localhost domain for Aspire project & service endpoints,Polyglot,feature,590,2024-08-31,area-app-model
5461,https://github.com/dotnet/aspire/issues/5461,Dashboard should use X509CertificateLoader instead of obsolete X509Certificate2 constructor,Dashboard,feature,594,2024-08-27,area-dashboard; security 🔐; needs-retriage
5442,https://github.com/dotnet/aspire/issues/5442,DistributedApplicationTestingBuilder does not work with Remote Testing on WSL,Inner Loop,feature,595,2024-08-26,area-app-model; wsl
5420,https://github.com/dotnet/aspire/issues/5420,Expose default health endpoints for Kubernetes probes,Polyglot,feature,597,2024-08-24,area-templates
5414,https://github.com/dotnet/aspire/issues/5414,[tests] Improve reliability of functional tests,Infra,bug,597,2024-08-23,area-engineering-systems; testing ☑️; flaky-test
5378,https://github.com/dotnet/aspire/issues/5378,mapping docker host path fails under WSL,Inner Loop,bug,599,2024-08-22,area-app-model; area-orchestrator; wsl
5364,https://github.com/dotnet/aspire/issues/5364,CosmosDB Emulator Hangs When Connecting via Connection String,Integrations,feature,601,2024-08-20,area-integrations; azure; azure-cosmosdb
5362,https://github.com/dotnet/aspire/issues/5362,Oracle function tests don't work on CI,Infra,feature,601,2024-08-20,area-integrations; testing ☑️; oracle
5356,https://github.com/dotnet/aspire/issues/5356,Opening details in mobile view loses scroll position,Dashboard,feature,601,2024-08-20,area-dashboard; needs-retriage
5308,https://github.com/dotnet/aspire/issues/5308,"[WebToolsE2E][Aspire] After successfully publishing an Aspire project, the Container app Start time doesn't match the current time after restarting the project in the 'Aspire Dashboard'",Deployment,feature,606,2024-08-15,area-azure-aca; azure-container-apps
5299,https://github.com/dotnet/aspire/issues/5299,Support showing metrics as deltas,Dashboard,feature,606,2024-08-15,area-telemetry; dashboard-metrics; dashboard-dashpages
5297,https://github.com/dotnet/aspire/issues/5297,Global dashpages,Dashboard,feature,606,2024-08-15,area-dashboard; dashboard-dashpages
5257,https://github.com/dotnet/aspire/issues/5257,Unable to debug Aspire Resource project while testing,Inner Loop,bug,610,2024-08-11,area-tooling; vs
5239,https://github.com/dotnet/aspire/issues/5239,Add aspire integration template,Polyglot,feature,612,2024-08-09,area-templates
5238,https://github.com/dotnet/aspire/issues/5238,MongoDB  Transactions  requires replicas,Integrations,feature,612,2024-08-09,area-integrations; mongodb
5209,https://github.com/dotnet/aspire/issues/5209,Add support for launching multiple browser windows for specific resource URLs in addition to the dashboard,Dashboard,feature,614,2024-08-07,area-app-model
5203,https://github.com/dotnet/aspire/issues/5203,Reenable Azure Key Vault Health check tests,Infra,bug,615,2024-08-06,area-integrations; blocked; testing ☑️; disabled-tests
5192,https://github.com/dotnet/aspire/issues/5192,"API Proposal: builder.When(predicate, callback)",Polyglot,feature,615,2024-08-06,area-app-model
5191,https://github.com/dotnet/aspire/issues/5191,`OracleDatabaseServerResource.WithDataBindMount(useVolume: false)` not working,Infra,bug,615,2024-08-06,area-integrations; testing ☑️; oracle
5190,https://github.com/dotnet/aspire/issues/5190,OracleDatabaseServerResource.WithDbSetupBindMount has no effect,Infra,feature,615,2024-08-06,area-integrations; testing ☑️; oracle
5178,https://github.com/dotnet/aspire/issues/5178,Ability to set ASPNETCORE_ENVIRONMENT while executing azd up / azd deploy ,Deployment,feature,616,2024-08-05,azure; area-deployment
5162,https://github.com/dotnet/aspire/issues/5162,Service Discovery Erroneously Calling HTTP-Only Endpoints Using HTTPS Protocol,Polyglot,feature,619,2024-08-02,area-service-discovery
5134,https://github.com/dotnet/aspire/issues/5134,Make it possible to run the dashboard behind a reverse proxy or load balancer,Dashboard,feature,620,2024-08-01,area-dashboard
5117,https://github.com/dotnet/aspire/issues/5117,"Windows with docker WSL, having issues with file mapping",Inner Loop,feature,622,2024-07-30,area-app-model; wsl
5101,https://github.com/dotnet/aspire/issues/5101,Custom time interval selection filtering in all Aspire Dashboard telemetry tabs,Dashboard,feature,623,2024-07-29,area-dashboard; area-telemetry; dashboard-filter-sort
5096,https://github.com/dotnet/aspire/issues/5096,Service discovery endpoint env vars won't override appsettings.json,Polyglot,feature,624,2024-07-28,area-service-discovery
5094,https://github.com/dotnet/aspire/issues/5094,ApplicationExecutor shouldn't conflate `stderr` with LogLevel.Error,Polyglot,bug,626,2024-07-26,area-app-model
5092,https://github.com/dotnet/aspire/issues/5092,Create KeycloakRealmResource to represent the address of a realm,Integrations,feature,626,2024-07-26,area-integrations; keycloak
5062,https://github.com/dotnet/aspire/issues/5062,OTLP appmodel component,Integrations,feature,627,2024-07-24,area-integrations; area-telemetry
5060,https://github.com/dotnet/aspire/issues/5060,Duplicate Errors when adding executable with invalid path,Polyglot,bug,628,2024-07-24,area-orchestrator
5045,https://github.com/dotnet/aspire/issues/5045,Consider enabling exemplars in template service defaults,Polyglot,feature,628,2024-07-24,area-templates
5044,https://github.com/dotnet/aspire/issues/5044,OracleDatabaseServerResource data mounts issues,Integrations,feature,628,2024-07-24,area-integrations; oracle
5022,https://github.com/dotnet/aspire/issues/5022,"When there are no environment variables set, you get every environment variable on your local machine",Polyglot,feature,629,2024-07-23,area-app-model
4984,https://github.com/dotnet/aspire/issues/4984,Support legacy Asp.Net MVC and console (e.g. topshelf) projects for simpler upgrade from NetFX to Net Core/8,Infra,feature,633,2024-07-19,area-meta
4981,https://github.com/dotnet/aspire/issues/4981,Cannot rebuild projects due to exe file being locked,Inner Loop,feature,633,2024-07-19,area-tooling
4944,https://github.com/dotnet/aspire/issues/4944,"Aspire, Visual Studio 2022 and Firefox Tabs - Closing a new Firefox Window can close your debugging session and vice versa",Inner Loop,bug,635,2024-07-17,area-tooling
4928,https://github.com/dotnet/aspire/issues/4928,Ability to temporaraly remove spans of x type from the trace gant view,Polyglot,feature,636,2024-07-16,area-telemetry
4906,https://github.com/dotnet/aspire/issues/4906,Dashboard: Metrics: Need an option to split a metric based on a dimension,Dashboard,feature,637,2024-07-15,area-dashboard; area-telemetry; dashboard-metrics
4890,https://github.com/dotnet/aspire/issues/4890,Please open the internal interface Microsoft.Extensions.ServiceDiscovery.LoadBalance.IServiceEndPointSelector,Polyglot,feature,637,2024-07-15,area-service-discovery
4877,https://github.com/dotnet/aspire/issues/4877,Allow mock AddProject calls in external Hosting extensions tests,Polyglot,feature,640,2024-07-12,area-app-model
4856,https://github.com/dotnet/aspire/issues/4856,Add Keycloak icon/logo,Integrations,feature,641,2024-07-11,area-integrations; keycloak
4854,https://github.com/dotnet/aspire/issues/4854,"[WebToolsE2E][Aspire][Safari] Opening the ""Aspire Dashboard"" URL of a deployed Aspire project fails with error ""Misdirected Request"" on Mac.",Deployment,bug,641,2024-07-11,azure; area-azure-aca; azure-container-apps
4834,https://github.com/dotnet/aspire/issues/4834,Improve CheckDashboardHasResourcesAsync in workload tests,Infra,feature,642,2024-07-10,area-dashboard; testing ☑️
4825,https://github.com/dotnet/aspire/issues/4825,Aspire telemetry configuration should include a sampling policy by default,Polyglot,feature,643,2024-07-09,area-telemetry
4785,https://github.com/dotnet/aspire/issues/4785,Aspire doesn't replace http client Uri with actual address in blazor webassembly standalone app because it don't have appsettings.json,Integrations,feature,649,2024-07-03,area-service-discovery; blazor-wasm
4761,https://github.com/dotnet/aspire/issues/4761,AppHost configuration to not attach debugger to a project,Inner Loop,bug,649,2024-07-03,area-tooling
4748,https://github.com/dotnet/aspire/issues/4748,make PostgresServerResource.AddDatabase public for extensibility,Integrations,feature,650,2024-07-02,area-integrations; postgres
4733,https://github.com/dotnet/aspire/issues/4733,.NET Aspire application deployed to Azure Container App does not communicate over HTTP/2,Deployment,feature,651,2024-07-01,documentation; azure; area-deployment; azure-container-apps
4732,https://github.com/dotnet/aspire/issues/4732,"Getting sporadic ""context deadline exceeded"" or ""Catastrophic failure"" in Aspire GA with Azure Function Isolated Worker (.Net 8)",Inner Loop,bug,652,2024-06-30,area-tooling; area-orchestrator
4699,https://github.com/dotnet/aspire/issues/4699,Support for azure arc based custom locations is missing while building app container environments,Deployment,feature,655,2024-06-27,area-tooling; azure; azure-container-apps
4683,https://github.com/dotnet/aspire/issues/4683,Ensure all hosting resources have at least one `example`  in XML docs,Polyglot,feature,656,2024-06-26,documentation; area-app-model
4626,https://github.com/dotnet/aspire/issues/4626,Resource service client certificate testing,Infra,feature,659,2024-06-23,area-dashboard; testing ☑️
4608,https://github.com/dotnet/aspire/issues/4608,Ability to automatically open a web project on debug,Polyglot,bug,662,2024-06-20,area-app-model; needs-retriage
4597,https://github.com/dotnet/aspire/issues/4597,Enable logging in DistributedApplicationBuilder before the app is built,Polyglot,feature,663,2024-06-19,area-app-model
4596,https://github.com/dotnet/aspire/issues/4596,Update Azure provisioning to use SecretsStore,Integrations,feature,663,2024-06-19,area-integrations; azure
4582,https://github.com/dotnet/aspire/issues/4582,"""Watch task over kubernetes Container resources terminated unexpectedly. Check to ensure dcpd process is running.""",Deployment,feature,663,2024-06-19,area-app-model; needs-retriage
4580,https://github.com/dotnet/aspire/issues/4580,Improve visual treatment of stderr and stdout streams in dashboard,Dashboard,feature,663,2024-06-19,area-dashboard
4559,https://github.com/dotnet/aspire/issues/4559,Dynamic port allocation not supported for containers,Uncategorized,feature,664,2024-06-18,needs-retriage
4558,https://github.com/dotnet/aspire/issues/4558,"[WebToolsE2E][Aspire] On non-ENU OS, the description of the Aspire SDK component in the VS installer is not localized.",Infra,feature,664,2024-06-18,area-engineering-systems; area-tooling; area-acquisition
4553,https://github.com/dotnet/aspire/issues/4553,[tests] Consider moving Azure specific component tests to Azure sdk repo,Infra,feature,665,2024-06-17,area-integrations; azure; testing ☑️
4528,https://github.com/dotnet/aspire/issues/4528,Add PathBaseMiddleware to Aspire Dashboard ,Dashboard,feature,667,2024-06-15,area-dashboard
4523,https://github.com/dotnet/aspire/issues/4523,Add Default Labels to `FromDockerfile `,Polyglot,feature,667,2024-06-15,area-app-model; needs-retriage
4502,https://github.com/dotnet/aspire/issues/4502,Support for Azure Postgres Cluster,Integrations,feature,669,2024-06-13,area-integrations; azure; azure-cosmosdb; postgres
4497,https://github.com/dotnet/aspire/issues/4497,Error updating database using dotnet ef database update when using postgresql,Integrations,bug,669,2024-06-13,area-integrations; postgres
4483,https://github.com/dotnet/aspire/issues/4483,Dashboard: Tracing: Events - move the time offset to the top of its cell,Dashboard,feature,670,2024-06-12,area-dashboard; area-telemetry
4462,https://github.com/dotnet/aspire/issues/4462,Allow configuring volume behavior when using Aspire.Hosting.Testing ,Infra,feature,671,2024-06-11,area-app-testing
4431,https://github.com/dotnet/aspire/issues/4431,Service discovery with DNS SRV is broken when using AutoFac,Polyglot,bug,673,2024-06-09,area-service-discovery
4425,https://github.com/dotnet/aspire/issues/4425,Add origin labels to containers,Uncategorized,feature,674,2024-06-08,needs-retriage
4423,https://github.com/dotnet/aspire/issues/4423,ServiceEndpointWatcher should be creating activities,Polyglot,feature,674,2024-06-08,area-service-discovery
4419,https://github.com/dotnet/aspire/issues/4419,Allow configuring of the ServiceProvider on DistributedApplicationBuilder,Polyglot,feature,675,2024-06-07,area-app-model
4409,https://github.com/dotnet/aspire/issues/4409,Bug - Defaulting $(Platform) to Any CPU causes tests to hang indefinitely / time out.,Infra,bug,676,2024-06-06,area-app-model; area-app-testing; needs-retriage
4405,https://github.com/dotnet/aspire/issues/4405,Validate Sql database names that will get converted at deployment,Deployment,feature,676,2024-06-06,area-integrations; azure; sqlserver; area-deployment
4381,https://github.com/dotnet/aspire/issues/4381,Aspire Dashboard Metrics: Exponential Histograms do not display,Dashboard,feature,678,2024-06-04,area-dashboard; area-telemetry
4359,https://github.com/dotnet/aspire/issues/4359,Shared volumes for ProjectResource,Polyglot,feature,680,2024-06-02,area-app-model
4358,https://github.com/dotnet/aspire/issues/4358,Ability to change replica count on dashboard in Runtime,Dashboard,feature,680,2024-06-01,area-dashboard; area-app-model
4357,https://github.com/dotnet/aspire/issues/4357,Replica support for PostgreSQL,Integrations,feature,681,2024-06-01,area-integrations; postgres
4341,https://github.com/dotnet/aspire/issues/4341,"Deploy on Multiple Server with Control, Master-Slave database support",Deployment,feature,683,2024-05-30,area-deployment
4328,https://github.com/dotnet/aspire/issues/4328,Investigate what infrastructure do we need in order to have the ability of shipping a subset of packages on a release,Infra,feature,684,2024-05-29,area-engineering-systems
4297,https://github.com/dotnet/aspire/issues/4297,Add tests that validate that playground app manifests are not broken,Infra,bug,688,2024-05-24,area-app-model; testing ☑️
4261,https://github.com/dotnet/aspire/issues/4261,Allow customization of the dashboard title,Dashboard,feature,690,2024-05-22,area-app-model
4256,https://github.com/dotnet/aspire/issues/4256,Aspire Dashboard - Persist dashboard data,Dashboard,feature,691,2024-05-22,area-dashboard; area-telemetry; needs-design; dashboard-persistence
4229,https://github.com/dotnet/aspire/issues/4229,Have ServiceEndpointResolver implement an interface,Polyglot,feature,694,2024-05-19,area-service-discovery
4228,https://github.com/dotnet/aspire/issues/4228,Enable setting default endpoint to start from dashboard,Dashboard,feature,694,2024-05-18,area-app-model; needs-retriage
4190,https://github.com/dotnet/aspire/issues/4190,Add configurable timestamp sorting,Dashboard,feature,698,2024-05-15,area-dashboard; dashboard-filter-sort
4159,https://github.com/dotnet/aspire/issues/4159,Hosting Dashboard from child path (https://domain/my/child/path) does not appear to work correctly,Dashboard,feature,701,2024-05-12,area-dashboard
4138,https://github.com/dotnet/aspire/issues/4138,"CreateHttpClient extension method in Aspire.Hosting.Testing defaults to the ""http"" endpoint",Infra,feature,703,2024-05-10,area-app-testing
4132,https://github.com/dotnet/aspire/issues/4132,Feature: Make Certificates first class citizens,Infra,feature,704,2024-05-09,area-meta
4116,https://github.com/dotnet/aspire/issues/4116,Split up WithOrleansReference to differentiate between client and server scenarios.,Integrations,feature,705,2024-05-08,area-integrations; orleans
4099,https://github.com/dotnet/aspire/issues/4099,`UserNameParameter` should be populated like `PasswordParameter` on Postgres resource,Integrations,feature,706,2024-05-07,area-integrations; postgres
4087,https://github.com/dotnet/aspire/issues/4087,Change PhpMyAdmin support in MySql resource to use a single container.,Integrations,feature,707,2024-05-06,area-integrations; mysql
4084,https://github.com/dotnet/aspire/issues/4084,Request: Add support for Azure Batch (and pools),Integrations,feature,709,2024-05-04,area-integrations; azure
4054,https://github.com/dotnet/aspire/issues/4054,FEATURE: Kubernetes Probes - Sidecar - Source Generator,Deployment,feature,712,2024-05-01,area-app-model
4038,https://github.com/dotnet/aspire/issues/4038,EndpointReference always resolves to container host when evaluated in context of a container resource,Polyglot,feature,713,2024-04-30,area-app-model; needs-retriage
4021,https://github.com/dotnet/aspire/issues/4021,"Cosmos DB resource `RunAsEmulator()`: ""The evaluation period has expired""",Integrations,feature,714,2024-04-29,area-integrations; azure-cosmosdb
4016,https://github.com/dotnet/aspire/issues/4016,Dashboard / OTel : Provide summary/stats of how much data is being emitted,Dashboard,feature,714,2024-04-29,area-dashboard; area-telemetry
4010,https://github.com/dotnet/aspire/issues/4010,Unable to use Azure table-storage with Orleans reminders,Integrations,feature,714,2024-04-29,area-integrations; orleans
4008,https://github.com/dotnet/aspire/issues/4008,`ContainerRegistryHook ` can't add image prefix,Polyglot,feature,714,2024-04-29,area-app-model
3987,https://github.com/dotnet/aspire/issues/3987,Introduction of Microsoft.Extensions.ServiceRegistration.* packages,Polyglot,feature,716,2024-04-27,area-service-discovery
3985,https://github.com/dotnet/aspire/issues/3985,Operate as a config server,Integrations,feature,716,2024-04-27,area-integrations
3968,https://github.com/dotnet/aspire/issues/3968,Allow extending the IProjectMetadata via another package,Polyglot,feature,717,2024-04-26,area-app-model
3963,https://github.com/dotnet/aspire/issues/3963,Verify descriptions and tags for templates are correct for each language & not over translated,Polyglot,feature,717,2024-04-26,area-templates
3960,https://github.com/dotnet/aspire/issues/3960,Dashboard: Reversing the rendering order of new logs and traces,Dashboard,feature,718,2024-04-25,area-dashboard; area-telemetry; dashboard-settings
3945,https://github.com/dotnet/aspire/issues/3945,"WithBindMount is broken on Fedora, RHEL and derivatives.",Integrations,bug,718,2024-04-25,area-orchestrator; podman
3936,https://github.com/dotnet/aspire/issues/3936,Dashboard is super chatty when it is running under a debugger,Infra,bug,718,2024-04-25,area-dashboard; perf; needs-retriage
3910,https://github.com/dotnet/aspire/issues/3910,Using custom schema registry for Kafka component requires custom hostname,Integrations,feature,719,2024-04-24,area-integrations; kafka
3890,https://github.com/dotnet/aspire/issues/3890,Azure Components don't support keyed and unkeyed services,Integrations,feature,720,2024-04-23,area-integrations; azure
3889,https://github.com/dotnet/aspire/issues/3889,Add User Agent for Azure Components,Integrations,feature,720,2024-04-23,area-integrations; azure
3877,https://github.com/dotnet/aspire/issues/3877,Add component for Azure Resource Manager,Integrations,feature,720,2024-04-23,area-integrations; azure
3853,https://github.com/dotnet/aspire/issues/3853,Provisioner emitting bicep that uses functions that generate warnings,Integrations,feature,723,2024-04-20,area-integrations; azure
3809,https://github.com/dotnet/aspire/issues/3809,Incorrect synthesizing of multi-line strings with Bicep,Integrations,feature,725,2024-04-18,area-integrations; azure
3783,https://github.com/dotnet/aspire/issues/3783,Consider adding Azure Private Dns Zone resolver functionality for http and non-http Service Discovery,Integrations,feature,726,2024-04-17,area-service-discovery; azure
3764,https://github.com/dotnet/aspire/issues/3764,Reuse browser tab on ctrl+f5 from VS,Dashboard,feature,726,2024-04-17,area-dashboard; area-tooling
3761,https://github.com/dotnet/aspire/issues/3761,FEATURE: scaling/replication trigger configuration,Polyglot,feature,726,2024-04-17,area-app-model
3746,https://github.com/dotnet/aspire/issues/3746,ServiceEndPointResolver.GetEndPointsAsync not work with net.tcp scheme,Polyglot,feature,726,2024-04-17,area-service-discovery
3706,https://github.com/dotnet/aspire/issues/3706,EndToEnd testproject doesn't have ServiceDefaults,Infra,feature,728,2024-04-15,area-integrations; testing ☑️
3670,https://github.com/dotnet/aspire/issues/3670,Standalone Dashboard doesn't support disabling certificate validation in the resource service client,Dashboard,feature,730,2024-04-13,area-dashboard; security 🔐
3552,https://github.com/dotnet/aspire/issues/3552,Blazor Aspire MS Identity combination,Inner Loop,feature,733,2024-04-10,area-tooling
3485,https://github.com/dotnet/aspire/issues/3485,Remove CopySrcInsteadOfClone override from Build.props,Infra,feature,735,2024-04-08,area-engineering-systems
3481,https://github.com/dotnet/aspire/issues/3481,Overload AddProject in ProjectResourceBuilderExtensions for providing ProjectResource,Polyglot,feature,735,2024-04-08,area-app-model
3479,https://github.com/dotnet/aspire/issues/3479,Service discovery refresh query timeout,Polyglot,feature,735,2024-04-08,area-service-discovery
3466,https://github.com/dotnet/aspire/issues/3466,[AzureTools][Aspire][Suggestion] It would be better if the instrument group automatically expands and automatically jumps to the clicked instrument in the instrument list when we click an instrument from the instrument group page and the instrument group is collapsed,Dashboard,feature,736,2024-04-07,area-dashboard
3407,https://github.com/dotnet/aspire/issues/3407,Include a healthcheck binary for use in a docker compose environment,Dashboard,feature,739,2024-04-04,area-dashboard
3386,https://github.com/dotnet/aspire/issues/3386,Gauge graph should not default to 0,Dashboard,feature,739,2024-04-04,area-dashboard; area-telemetry
3349,https://github.com/dotnet/aspire/issues/3349,OTLP configuration is still injected into resources when the dashboard is disabled,Dashboard,feature,740,2024-04-03,needs-retriage
3337,https://github.com/dotnet/aspire/issues/3337,Environment variables containing new line character not supported,Polyglot,feature,741,2024-04-02,area-app-model; needs-retriage
3309,https://github.com/dotnet/aspire/issues/3309,Spin off configuration schema generator as a standalone package,Integrations,feature,742,2024-03-31,area-integrations
3298,https://github.com/dotnet/aspire/issues/3298,AzureProvisioner output saves connection strings to user secrets even if it did nothing,Integrations,feature,744,2024-03-30,good first issue; area-integrations; azure; needs-retriage
3262,https://github.com/dotnet/aspire/issues/3262,Allow all warnings from Kestrel to be bubbled in the AppHost,Polyglot,feature,746,2024-03-28,area-app-model
